,count
140,179115
540,179100
1651,179099
842,179088
705,179075
22,178739
1085,178032
253,177766
1284,177553
395,177264
280,176863
97,176729
653,175987
2157,175641
710,175112
2231,174584
1795,174574
1130,174381
498,173201
281,173187
586,171861
21929,171633
1119,171520
1413,171012
2622,170747
1251,170459
603,170445
17240,170234
2770,169931
897,169401
509,169173
1801,168792
683,167990
7472,167508
598,167248
517,167184
6910,166962
1143,166391
445,165377
553,165368
80,165243
340,164270
708,164109
491,163797
700,162937
785,162845
986,162618
1294,162563
2452,162337
85,161528
746,161315
448,161211
550,160704
1690,160683
252,160609
8052,159769
3697,159687
313,159196
2601,159170
2583,159020
19372,158999
1247,158873
6411,158834
461,158394
16856,158269
711,158196
11002,158135
289,158070
609,157981
1442,157827
944,157795
208,157659
202,157240
2684,156996
885,156666
3507,155555
4189,155361
228,155342
366,155320
244,155096
688,155002
1004,154710
3713,154346
1412,153457
3871,153398
945,153386
725,153243
900,152808
813,152624
375,152494
583,151963
28013,151783
459,151633
1094,151063
1373,150936
682,150591
312,150530
958,149239
520,148936
1313,148926
410,148531
526,148086
854,147819
1401,147797
339,147631
1688,147315
1433,147128
1069,147052
668,147044
1179,146966
1768,146898
539,146714
2832,146661
693,146649
918,146598
1155,145528
847,144996
1098,144029
816,143775
1719,143044
1935,142603
222,142581
3357,142529
199,141914
1323,141902
9653,141717
771,141600
3870,141503
984,140780
1659,140697
1007,140670
971,140149
5157,140148
488,139904
1598,139825
1748,139791
5465,139072
113,138675
1735,138624
10797,138437
3041,138237
848,137720
407,137687
7912,136440
302,136367
516,136238
2108,136156
534,135841
923,135816
151,135521
699,135019
1302,134579
226,133982
8531,133783
1850,133749
65209,133688
49588,133688
315,133602
933,133456
247,133438
304,133312
4150,133054
1652,133054
337,132985
687,132959
431,132758
803,132743
1590,132734
635,132618
8514,132599
2419,132132
1567,131679
887,131555
730,131338
1459,131184
479,130152
269,130031
796,129868
218,129476
2254,129368
1136,128913
979,128810
301,128781
519,128488
489,128295
788,127702
947,127261
1363,127066
565,126932
1309,126826
584,126056
2568,125789
762,125727
975,125614
594,125396
3897,124785
1081,124780
412,124683
2044,124495
851,124423
233,124175
989,124104
8502,124081
319,123899
858,123649
341,123348
546,123043
1078,122984
398,122711
978,122683
414,122610
797,122535
724,122292
820,121978
4636,121970
624,121274
1881,121247
129,121150
822,120992
484,120623
1185,120113
1693,120055
1634,119649
453,119517
1236,119398
648,119361
1572,119277
463,119214
9268,119170
927,119018
764,118708
10233,118426
1229,118410
661,118338
1327,118232
364,118005
554,117729
420,117591
418,117485
3057,117430
2222,117252
413,117100
346,116898
1933,116604
2806,116494
1793,116404
1006,116259
838,116213
266,116197
527,116062
4680,116044
1121,115868
342,115826
147,115731
1349,115618
1443,115445
587,115027
879,114770
753,114695
1491,114678
643,113995
2203,113992
548,113608
530,113190
996,112953
3632,112735
1546,112634
316,112629
8287,112564
404,112325
352,112218
1027,112180
2312,112088
392,111922
391,111839
882,111579
1290,111549
1479,111434
6688,110894
690,110679
706,110424
127,110411
372,110409
3378,110297
502,110244
663,110189
779,110117
1533,110055
884,109908
2793,109848
8993,109817
1173,109771
1394,109265
1432,109013
37790,108498
4055,108406
1194,108357
369,108295
1591,107989
354,107980
47,107923
37765,107793
236,107705
4111,107705
1971,107628
442,107623
6303,107291
9924,107186
735,107162
524,106831
332,106747
1630,106731
740,106639
1086,106601
1569,106489
722,106468
26119,106421
1107,106238
1253,105853
9440,105689
424,105213
446,104891
3736,104549
751,104531
5051,104298
902,104160
604,103892
3675,103756
1805,103702
6487,103667
4114,103564
715,103335
522,103126
4425,103051
832,102054
671,101884
3691,101784
365,101407
2548,101375
982,101235
917,101063
651,100916
744,100774
6013,100612
1212,100600
1760,100556
4380,100525
637,100461
1427,100419
2235,100247
1964,100158
959,100087
930,100024
1356,99926
4983,99923
2315,99710
919,99708
1718,99634
1071,99617
619,99420
2917,99416
503,99407
303,99279
5434,99107
2575,99102
380,98595
772,98584
1705,98476
3661,98401
1488,98302
1176,98282
1417,98269
1873,98218
1480,98068
3018,98037
1117,97975
1754,97795
482,97733
1665,97634
845,97473
2666,97366
2112,97308
1527,97053
1345,96777
387,96600
336,96552
946,96551
1571,96547
1816,96524
2336,96450
1436,96318
382,95945
1202,95893
2350,95814
317,95406
360,95349
5452,95289
3557,95285
1975,95278
926,94947
1568,94910
206,94629
578,94440
13350,94248
1096,94225
903,94173
1374,93952
1100,93736
1091,93343
1602,93125
263,92514
425,92367
1066,92268
581,91989
1402,91887
2834,91835
8256,91535
307,91456
10847,91415
569,91335
890,91300
2743,91195
1487,90923
444,90712
575,90511
577,90398
1554,90380
2853,90316
305,90265
1669,90023
2628,89947
905,89903
2090,89758
1263,89559
664,89475
1054,89364
1124,89288
831,89022
8306,89012
665,89009
3693,88942
3013,88865
2375,88788
641,88666
476,88532
680,88418
4295,88351
7165,88015
1794,87748
19029,87744
363,87610
1008,87570
891,87401
487,87379
602,87320
1420,87230
3503,87200
515,87166
7262,86994
13002,86826
2619,86686
495,86619
667,86112
2337,86001
3149,85794
5340,85380
7120,85331
2982,85258
1360,84974
9709,84936
1286,84898
1521,84832
968,84709
3217,84552
954,84542
4065,84478
1503,84281
456,84264
439,84122
1255,84094
507,83881
689,83818
3009,83538
26053,83523
2714,83476
389,83327
1268,83318
1406,83163
3172,82954
1299,82936
1928,82870
2919,82820
869,82688
1737,82673
7573,82570
2098,82505
599,82394
750,82329
2802,81812
1041,81686
2218,81626
1967,81563
6852,81519
701,81347
660,81309
1034,81268
1702,80791
726,80767
411,80601
3206,80586
259,80513
2200,80485
1948,80479
925,80319
1183,80214
322,80181
766,80166
2285,80007
2369,79988
623,79961
2334,79925
1029,79925
849,79778
1050,79726
2680,79638
1454,79621
807,79522
1258,79493
1161,79418
468,79097
6459,79080
567,79067
2316,78996
1853,78976
1550,78939
430,78818
368,78818
3624,78420
2041,78336
1449,78216
2471,78096
1009,78081
1338,78059
1641,78058
3669,78058
4936,78045
948,78007
868,77966
640,77728
734,77633
422,77496
212,77362
5003,77075
674,76966
2783,76876
3581,76713
1622,76545
758,76289
29014,75844
11863,75700
11629,75576
3727,75477
1577,75470
1020,75282
1727,75278
521,75130
3843,75112
1534,75096
987,75071
1204,74808
3160,74567
1908,73996
717,73991
1505,73947
1242,73910
1663,73907
2151,73863
1891,73829
929,73653
1231,73647
1084,73414
774,73149
7794,73023
910,72794
960,72675
1368,72489
1289,72374
4169,72247
2727,72181
580,72144
485,72117
10969,71977
2863,71948
8689,71942
1298,71715
1387,71635
812,71629
1639,71525
7132,71511
1200,71487
749,71443
606,71312
7876,71298
200,71264
435,71241
4502,71212
2092,71133
1667,70996
7881,70918
964,70909
2837,70834
657,70830
1016,70424
1348,70397
473,70364
3153,70173
1439,70128
3203,70088
2878,69900
952,69851
1058,69784
2169,69600
911,69571
2476,69557
736,69553
1053,69526
867,69465
3807,69457
1664,69451
2135,69187
821,69112
1128,69112
1046,69036
1715,69001
1162,68976
3002,68831
1952,68770
743,68732
3350,68720
1099,68670
10335,68567
3221,68409
11280,68209
1425,68042
4617,68007
2457,67926
4822,67805
1262,67799
381,67740
4087,67670
3440,67649
481,67574
2824,67545
2277,67500
8098,67333
963,67082
2593,67081
1575,67061
1079,67005
1095,67001
5280,66943
2582,66863
686,66807
1312,66787
633,66747
844,66674
417,66359
1995,66332
2890,66213
2447,66071
1330,66012
12357,65969
214,65884
694,65788
1211,65716
5671,65630
6590,65566
1973,65530
1912,65504
1878,65420
1508,65325
401,65306
451,65264
2120,65256
367,65244
1725,65239
2971,65222
20400,65190
2309,65180
419,64906
810,64885
3780,64872
4883,64814
2579,64690
432,64652
1152,64614
866,64465
733,64381
1077,64349
443,64324
471,64253
1057,64210
2357,64161
1342,63985
399,63835
8577,63794
1675,63624
1045,63588
2027,63456
1106,63437
888,63417
1362,63374
585,63372
465,63363
351,63351
1495,63295
295,63241
2002,63232
16058,63232
3257,63167
11904,63126
18230,63099
4869,63098
1700,63026
1845,62977
1239,62923
850,62894
1056,62859
11696,62726
1405,62725
1763,62700
590,62338
576,62127
1291,62113
5550,62081
1017,62061
4584,62021
1035,61848
272,61841
886,61818
3883,61812
2670,61783
1772,61767
1670,61629
428,61615
4022,61240
608,61171
1468,60977
2479,60772
614,60761
1103,60711
8887,60604
692,60517
1869,60514
1830,60416
1244,60352
3081,60297
778,60242
2286,60139
1803,60119
1064,60100
1808,60074
3470,60048
1876,59781
721,59642
2655,59542
1463,59531
4824,59471
1671,59439
1470,59293
3563,59221
3893,59083
3863,59065
19213,59031
1279,59011
9523,59002
1544,58972
1411,58960
1758,58887
639,58855
6267,58745
2338,58600
355,58598
8401,58590
3225,58567
1052,58379
5682,58363
873,58358
895,58348
1628,58341
173,58236
2406,57991
1133,57738
1739,57676
1237,57618
1214,57595
500,57498
22266,57373
1941,57371
4161,57204
472,57191
811,57140
1015,57067
907,57063
1166,57049
5142,57028
1434,57010
2542,56972
3784,56953
1321,56923
2204,56890
4687,56860
23029,56859
10440,56819
1595,56779
5917,56766
2059,56631
3489,56625
7226,56529
938,56486
1717,56427
403,56372
793,56326
3177,56322
14572,56275
3979,56101
2961,56034
1317,55942
634,55914
2386,55911
12488,55823
7018,55800
1985,55788
1589,55656
1464,55624
1615,55560
5482,55467
2541,55464
912,55432
1074,55357
18649,55311
1190,55273
3716,55272
768,55228
2283,55227
1843,55147
12284,54935
1712,54845
557,54828
1539,54747
1379,54686
1026,54670
2905,54508
2228,54505
1839,54504
1922,54494
18604,54487
1174,54481
853,54472
6089,54459
3071,54453
24384,54450
2597,54416
1271,54360
2946,53893
1478,53869
1156,53853
20958,53806
2284,53803
2586,53758
1895,53744
1145,53621
4787,53621
1788,53505
1275,53472
632,53408
1048,53406
533,53374
3442,53371
1624,53257
525,53226
1493,53192
898,53170
1920,53069
1033,53023
855,53014
563,53012
2740,53004
2046,52995
2242,52981
1773,52979
1142,52959
9506,52929
1228,52904
5644,52816
1987,52797
15320,52784
1925,52761
1205,52761
719,52656
1147,52597
914,52523
2692,52416
9406,52366
1178,52165
611,52071
3854,51959
10688,51934
5835,51931
1012,51907
1097,51884
1013,51708
2962,51678
809,51676
7159,51538
1555,51533
2255,51510
1894,51485
3214,51382
3174,51362
3190,51252
8349,51175
4027,51165
1080,51120
4050,51053
1658,51036
1997,50949
2898,50915
936,50903
13140,50890
1926,50871
2545,50864
1065,50861
11148,50843
1648,50842
1370,50828
1911,50795
1032,50747
1040,50677
1880,50654
1283,50591
560,50579
2817,50532
697,50495
6261,50423
1157,50379
393,50354
3165,50287
2470,50173
1226,50147
161,50134
10546,50078
1224,50077
1047,50061
662,50031
2500,49909
4112,49817
1260,49817
5506,49793
1259,49705
5316,49702
1280,49671
922,49610
2720,49578
9273,49553
1932,49504
3030,49458
2900,49426
2913,49370
2472,49366
1118,49359
3321,49283
684,49219
658,49168
2746,49141
999,49093
4797,49040
1530,49031
2577,49010
1618,49005
2296,48925
840,48903
6130,48783
782,48756
9128,48701
2076,48677
2150,48636
628,48508
3625,48497
20918,48462
1587,48447
3289,48344
4799,48319
904,48246
988,48239
2760,48206
1386,48056
976,48024
2036,48013
2230,47924
1282,47920
2165,47640
7248,47617
839,47586
3022,47441
3988,47439
1314,47427
12550,47400
2049,47386
908,47377
4966,47300
4996,47274
3684,47272
1868,47225
1186,47212
1790,47064
1403,46904
1877,46889
193,46849
1631,46777
3229,46774
4629,46773
1610,46738
2057,46666
2022,46621
1605,46563
4676,46483
1672,46432
10796,46421
1092,46410
2146,46372
2857,46337
2015,46306
5394,46212
1755,46190
1358,46101
716,46038
896,46016
4551,46013
1733,45968
320,45945
13023,45940
9841,45938
940,45907
1907,45890
566,45888
18501,45864
2926,45835
7101,45828
1005,45813
3468,45714
2332,45695
3147,45637
1660,45617
37315,45599
6815,45575
7510,45472
1188,45442
2110,45437
1010,45420
1154,45411
6460,45408
1240,45399
889,45326
3948,45326
470,45320
2301,45251
1694,45181
1111,45148
2251,45045
2529,45008
2024,44969
1025,44915
1318,44913
3115,44911
1170,44867
646,44751
3180,44742
3995,44693
4948,44663
559,44655
5275,44611
1565,44587
1125,44548
698,44546
537,44509
17425,44469
5415,44417
4872,44386
13169,44364
1418,44301
529,44285
5107,44230
5862,44219
1484,44201
1976,44199
438,44165
756,44161
4866,44148
232,44122
547,44076
2190,43968
3359,43953
5698,43906
421,43904
4854,43871
647,43796
13938,43774
1011,43711
596,43709
27384,43661
3858,43654
1840,43635
1422,43627
4328,43614
804,43573
1541,43562
1704,43556
1238,43535
642,43522
378,43485
2679,43450
3100,43445
2104,43441
2489,43432
1638,43350
1088,43342
6086,43299
588,43267
2482,43210
2215,43190
4972,43176
2257,43170
4439,43143
1038,43141
338,43134
9068,43097
1126,43081
2453,42952
6224,42927
1160,42888
1390,42764
3864,42744
1380,42719
967,42699
7404,42632
3542,42619
2512,42597
2052,42589
806,42580
356,42559
1627,42517
3304,42501
2297,42500
1767,42444
7092,42402
1319,42355
6005,42313
27207,42298
4106,42263
4716,42242
447,42138
4082,42095
627,42019
27453,41997
3170,41982
709,41960
1428,41904
506,41893
1608,41770
48783,41702
1441,41692
492,41542
892,41494
695,41463
1340,41431
1851,41430
3598,41401
33691,41356
1481,41337
644,41333
894,41323
7886,41309
1741,41308
2080,41270
1400,41253
7730,41173
9957,41112
1984,41069
913,41060
275,41053
6249,41002
2066,40932
1165,40931
4919,40905
12165,40898
4020,40881
2124,40879
1248,40847
1276,40840
3891,40831
4030,40827
2573,40796
542,40686
3535,40683
1765,40671
229,40658
1849,40648
2020,40643
2097,40602
362,40600
1196,40556
12265,40534
2799,40528
5860,40514
2216,40501
2005,40466
1082,40384
980,40370
1632,40217
618,40211
1872,40132
33844,40085
8517,40067
5156,40055
1257,40038
1607,40024
11287,39853
386,39833
35152,39817
1965,39806
452,39752
4766,39724
6290,39664
1486,39661
2307,39637
2780,39588
2807,39573
26536,39550
1153,39531
1109,39520
2511,39449
1233,39435
1070,39420
2526,39374
10851,39317
3101,39254
3817,39252
7550,39174
2004,39065
2436,39051
1315,39050
433,39021
1566,38985
1551,38955
1135,38911
1689,38898
26203,38809
1614,38782
3393,38777
1361,38727
3114,38713
3042,38712
1560,38665
1778,38589
1453,38568
1030,38565
3419,38536
2731,38528
2276,38465
9926,38401
2320,38392
3485,38391
4016,38390
1003,38385
1749,38374
3192,38287
10693,38270
480,38266
1779,38192
1031,38180
11415,38170
3366,38168
1269,38144
2603,38119
1477,38092
2996,38081
702,38030
11804,38015
2063,37994
4434,37993
1494,37947
1115,37924
5945,37920
943,37749
3339,37737
2328,37710
2400,37693
1090,37661
6409,37570
649,37564
1862,37490
2102,37476
1524,37464
737,37453
5359,37421
2016,37417
1742,37404
2323,37398
3049,37365
2035,37321
1102,37266
1455,37250
696,37234
2627,37226
5024,37193
1757,37144
776,37135
3644,37135
1831,37097
2715,37078
593,37063
3776,37055
2952,37046
835,37039
1197,36935
2581,36733
1996,36641
1736,36606
732,36543
864,36504
1500,36490
3215,36427
1332,36424
1483,36404
1812,36374
794,36370
2201,36322
1623,36304
16449,36286
20847,36158
808,36155
2280,36129
2683,36120
9839,36113
561,36109
1676,36105
3325,36076
2011,36075
656,36067
1848,36056
718,36019
4697,35999
1606,35941
748,35918
1089,35915
1108,35886
3614,35881
1492,35856
1896,35845
1039,35828
759,35823
12453,35803
7626,35793
4509,35786
1382,35763
5086,35745
1447,35734
5294,35677
2977,35667
2410,35652
3420,35651
3034,35595
833,35593
4286,35506
12605,35492
7393,35488
2429,35483
7808,35465
928,35453
2013,35448
1642,35437
13121,35368
2417,35366
2782,35360
2362,35347
1353,35306
4428,35287
6908,35250
3035,35232
4625,35228
2358,35190
28352,35187
1461,35186
1874,35178
3861,35118
7698,35070
4373,35068
1931,35047
992,35023
2281,35019
3150,35014
17554,34989
2394,34986
2434,34951
3036,34915
2132,34908
2588,34890
795,34855
1002,34852
5889,34788
1955,34741
5196,34727
985,34715
4516,34658
3712,34652
1181,34628
1549,34582
1191,34553
1193,34541
2405,34528
1766,34446
1679,34396
4989,34308
2483,34238
837,34193
2706,34171
2553,34134
1325,34132
767,34046
7321,33994
1649,33983
965,33964
1473,33800
1346,33759
920,33652
2578,33626
2000,33618
1129,33582
836,33581
1369,33538
9379,33536
3178,33530
3107,33527
7781,33511
194,33478
2441,33400
1049,33371
1465,33326
3601,33293
3268,33234
5401,33216
893,33208
861,33200
1028,33183
2034,33176
2252,33171
2095,33154
11235,33143
5125,33143
10764,33133
1697,33120
1682,33118
2343,33099
4947,33088
1218,33077
1141,33054
4337,33038
514,33021
4117,33016
1043,33010
2488,32990
1223,32973
761,32929
2539,32916
1431,32900
7575,32878
9766,32862
13183,32828
1603,32811
3111,32810
9815,32755
961,32728
3719,32668
6118,32639
765,32632
4478,32612
20118,32591
1063,32588
1341,32548
876,32540
2642,32518
2300,32505
1285,32435
34548,32423
8548,32415
2271,32411
3447,32409
1599,32328
4205,32311
1245,32297
1730,32249
2142,32192
2048,32188
2969,32186
2311,32186
31029,32150
2425,32148
720,32083
3316,32017
636,32006
2401,32001
7597,31994
2689,31966
3292,31963
2448,31937
784,31936
1993,31928
2537,31904
2939,31903
1686,31873
3213,31871
3044,31866
2171,31821
2068,31804
1740,31804
3571,31795
1947,31794
962,31774
1835,31714
4265,31710
1537,31707
11896,31697
1645,31672
2894,31665
4179,31618
4249,31618
1059,31616
729,31593
3356,31573
1104,31544
997,31514
2186,31433
3389,31411
7041,31409
2139,31404
2079,31393
2954,31370
1184,31363
738,31339
24943,31247
1068,31215
6645,31209
4010,31185
3210,31180
760,31177
2413,31138
2220,31137
3033,31086
2355,31082
22518,31067
9007,31051
823,31050
2067,31044
3204,31035
3148,31016
6509,31011
1797,30995
1235,30958
1322,30912
2395,30910
1588,30906
3075,30873
1061,30862
2660,30808
1014,30765
3094,30752
1592,30742
264724,30711
3787,30707
5269,30680
5672,30667
11737,30649
1988,30642
4563,30618
2486,30603
2246,30593
4303,30591
3023,30583
659,30501
4457,30493
2376,30479
1771,30474
1451,30472
2576,30437
1983,30409
3448,30396
1791,30394
757,30360
1547,30359
2983,30354
941,30318
4305,30315
1101,30266
4578,30214
672,30201
5458,30183
7408,30174
12620,30142
1266,30139
1820,30133
1612,30110
17092,30089
1445,30074
1371,30062
7109,30020
3812,29967
1075,29952
1811,29915
4185,29833
1854,29781
1482,29780
2385,29764
2606,29762
1336,29756
7721,29739
6359,29734
2733,29718
1331,29709
1365,29701
1264,29590
2160,29566
828,29537
789,29511
2163,29493
1448,29411
2033,29391
2650,29362
4965,29349
574,29259
2690,29256
3113,29249
10078,29187
2889,29185
1241,29167
1110,29152
3028,29142
4124,29140
1209,29106
3462,29062
3073,29047
4923,29042
1311,29038
3473,29023
1105,29002
3015,28961
2437,28955
1252,28931
474,28867
2532,28855
1337,28842
2267,28827
1785,28802
4801,28802
2047,28724
6674,28718
2445,28659
1296,28658
21028,28624
5278,28619
6832,28596
1904,28579
44933,28541
4528,28506
2935,28502
1375,28498
3091,28442
11535,28442
1474,28432
1992,28431
1827,28426
1072,28419
3252,28400
2433,28380
681,28346
4177,28302
5794,28295
2958,28266
1385,28242
2921,28239
956,28233
1150,28227
1396,28206
8335,28204
3197,28197
3938,28147
4049,28143
1915,28139
2205,28097
3364,28052
2420,28032
13343,28025
6048,28018
1918,27940
652,27917
19190,27892
4653,27870
2949,27867
1148,27831
564,27810
2595,27784
20929,27758
2291,27754
5314,27739
4557,27722
2838,27716
4079,27715
871,27701
2107,27699
1475,27696
7371,27672
1637,27658
5416,27650
1871,27634
6388,27622
798,27619
13743,27575
6715,27566
1762,27548
994,27512
1806,27470
2325,27448
510,27448
1573,27437
4993,27432
80101,27425
13262,27423
4953,27405
34481,27378
1600,27373
3411,27372
7664,27363
2466,27354
464,27353
2530,27341
7113,27337
2718,27317
5707,27271
1713,27268
1458,27248
6407,27210
4734,27206
3860,27147
6245,27145
1644,27130
5287,27127
3263,27105
2140,27103
3087,27093
3459,27086
2237,27076
3779,27065
3039,27055
7343,27018
17269,27006
5779,26975
4427,26970
1450,26960
48786,26952
1529,26918
4149,26899
2096,26866
2546,26851
1476,26833
13521,26815
1698,26789
9875,26781
8261,26776
3106,26737
7609,26699
2883,26685
5611,26661
3887,26634
1513,26620
675,26614
2716,26593
1344,26560
1824,26549
2421,26543
2085,26533
28707,26457
1324,26428
4474,26422
1625,26418
2001,26388
3254,26354
846,26342
6543,26310
1169,26272
7217,26247
8559,26220
2911,26211
4795,26189
3690,26178
4690,26150
1037,26123
3241,26113
3383,26105
1295,26081
1684,26075
1650,26064
2659,26045
4710,26040
1467,26036
4159,26013
5167,26011
3249,26011
1489,26006
1019,25983
1395,25978
2180,25929
389077,25925
2467,25923
2540,25921
1429,25915
2010,25899
21653,25820
1998,25820
2422,25819
781,25796
2745,25792
801,25781
7673,25768
7277,25766
4562,25738
2029,25698
5011,25698
1828,25690
20419,25664
8525,25651
163082,25643
2499,25641
2507,25639
1532,25631
1134,25604
8848,25600
1281,25598
5228,25582
4768,25579
2086,25563
2393,25562
3237,25547
3399,25538
1678,25525
10366,25492
601,25483
8671,25471
48053,25452
2785,25452
4195,25444
4518,25395
13984,25388
9900,25380
1646,25364
1516,25351
2236,25335
1726,25330
899,25324
2567,25311
3884,25297
1528,25282
7089,25277
1514,25273
4702,25256
998,25244
2902,25243
2430,25236
4473,25227
1954,25191
6580,25182
1991,25172
2667,25135
13107,25132
4853,25130
1753,25077
2305,25076
2244,25068
343,25023
1206,25018
4315,25001
1673,24983
1593,24981
1123,24976
1221,24975
4272,24974
3243,24972
