,count
1370,311960
1460,311922
568,311884
2332,311132
2524,310400
206,309873
283,309671
2552,309070
5407,308314
1590,307413
360,307174
1586,307102
982,306662
751,306508
1630,306480
261,305786
2328,305646
608,304222
3557,304058
368,303915
359,303718
2264,303067
5263,301390
452,301377
1312,300884
1643,300548
3321,299788
338,299468
2204,298989
3155,297241
1130,296724
3263,296445
624,296342
480,296319
3870,295135
7461,294884
6459,294542
702,294169
4108,294093
148,293675
4958,292666
289,292152
918,291499
4457,291439
600,291405
873,290742
2186,290257
914,290056
26142,289872
1534,289019
64,288806
4434,288764
1801,287908
604,286970
6021,286757
754,285967
249,285268
1078,284800
927,284659
1841,284635
1131,284250
259,283853
2165,283719
1316,283642
12354,283526
5045,283009
1120,282938
3992,282861
1247,282605
1371,282406
1014,281971
7713,281500
482,280871
6339,278265
551,277993
6362,277982
299,277871
1726,277737
3283,277726
7901,277662
7693,277308
1314,276634
682,276373
12637,275678
565,275488
2691,275484
900,274680
2090,274656
618,274139
3149,273922
5611,273325
2099,273013
1918,272902
2069,272900
675,272814
2411,272291
1129,272207
874,272201
5665,271803
1546,271449
1795,270635
2137,270631
420,269702
1211,269336
583,268339
676,267651
2303,267525
625,267119
1979,265970
3817,265708
558,265695
703,265030
504,264994
1301,264626
701,264297
1592,264157
483,263912
1154,263906
218,263281
3009,262558
22,262388
224,262072
1255,262067
2201,261892
801,261766
24036,261639
1157,261626
1283,261590
2317,261466
8531,261393
94108,261268
1695,260999
2548,260654
10232,260209
1185,260097
426,258660
1064,258576
1797,258570
1807,258426
5892,258172
980,257981
2748,257369
999,257348
4762,256809
406,256668
970,256529
3019,256509
905,256076
713,255879
5460,255757
2039,255384
2864,254970
44,254888
4890,254467
475,254342
3861,254284
746,253723
402,253244
404,253043
1530,252565
979,251500
379,250961
573,249973
1239,249027
398,248697
1172,248510
11361,248467
3688,248090
1227,247560
1769,247539
3572,247487
2705,247425
3803,247411
797,247295
6548,247201
987,247083
796,246885
8401,246774
1290,246583
854,246416
14186,246358
2486,245701
1665,245370
4372,244830
882,244233
10944,243775
78,243246
15641,243137
200,243056
14762,243003
1496,242547
80054,241962
3950,241765
17570,241470
18653,241466
960,241357
6422,240288
2568,240061
5575,239857
821,239560
1724,239160
634,238586
843,238425
629,238365
683,237841
2479,237560
548,237503
96,237480
1374,237438
171,237423
570,237339
162,237254
2698,237067
4023,236828
2496,236743
7054,236634
7759,236555
514,235440
3883,235253
828,235128
16,234886
6134,234036
842,234004
317,233545
3526,233529
17612,233476
401,232634
437,232480
722,231894
666,231753
8437,231548
279,230249
1463,230083
7049,229686
1727,228833
4716,228797
1254,228297
1686,227939
313,227241
6271,227052
1674,227029
2347,227023
2275,226902
700,226759
3697,226455
3503,226263
901,225964
1407,225615
1340,225568
2917,225108
1913,224864
5010,224842
413,224480
3528,223919
3537,223705
2753,223111
13089,222655
1012,222550
2838,222046
1115,221585
578,221177
2770,220787
708,220752
116,220689
7858,220522
3002,220432
1027,219846
2368,219208
446,218687
2203,218323
3270,218209
463,218188
32896,217322
1790,216873
3357,216822
2205,216506
3675,216441
1273,216430
898,216162
269,215619
639,215550
998,215438
1136,215319
2014,214421
2805,214113
1298,214065
717,213468
3378,212743
312,212666
766,212652
1571,212495
1963,212260
2445,211590
8492,211232
1512,210671
4969,209702
315,209626
410,209594
1560,209502
3713,209191
4973,209068
1515,208658
2492,208528
3174,208128
369,207923
1224,207706
1443,207642
2059,207383
1085,207034
1446,206813
972,206690
1215,206614
460,205713
1969,205526
1632,205456
1198,205415
3535,205350
1569,205151
356,204629
311,204591
1479,204489
1830,204251
306,204208
472,203710
3051,203627
5915,203602
574,203547
1873,203290
2127,202968
3057,202934
4125,202679
3261,202486
7102,202466
3412,202050
1284,201850
199,201554
1749,200958
2588,200411
322,200303
10034,199976
787,199832
497,199514
1008,199361
630,198462
15249,198278
4158,197997
635,197966
2296,197335
3582,197171
1380,196668
2381,196577
1459,196436
596,196218
586,196176
851,196068
832,195943
549,195854
9268,195224
3279,194747
1752,194430
3260,194413
735,194313
942,194224
8331,194145
3897,194125
1475,193689
2762,193457
1478,193200
937,192810
609,191942
1849,191899
5656,191208
492,190960
4598,190930
6429,190884
6665,190518
2307,190327
996,189987
2027,189575
521,188974
1971,188850
2171,188841
2254,188658
750,188483
3901,188329
2518,188235
3958,188021
951,187639
1176,186863
2015,186510
1167,186328
308,186131
1011,186065
15270,186037
6800,185958
647,185880
2231,185811
1940,185798
253,185746
337,185662
1892,185511
502,185510
569,185496
3598,185259
2539,185125
903,185050
1891,185023
964,184937
9301,184813
2276,184803
1813,184593
5341,184559
826,183611
6173,183353
9024,182914
2395,182650
332,182626
1513,182544
1119,182183
1095,181914
3926,181905
3921,181655
1542,181589
1792,181396
2348,181313
729,181182
1417,181172
6838,181126
7248,181042
923,181019
4627,180725
4120,180558
534,180336
2006,180325
770,180323
11931,180276
3267,180271
1057,180000
19607,179975
16925,179652
4502,179528
228,179469
2523,179222
4249,179128
3899,179017
2444,178623
6434,178550
1294,178303
2558,178093
2136,177683
3671,177497
461,177119
5463,176949
8099,176851
1853,176568
5738,176511
1031,176372
971,176242
5196,175962
151,175925
1639,175895
1932,175688
6575,175595
2750,175472
14729,175331
1659,175321
389,175315
4332,175184
2793,175037
5550,175003
5312,174978
1699,174688
1253,174661
3082,174476
473,174165
2286,174108
820,174040
346,173989
1152,173782
4979,173761
2485,173724
890,173698
11011,173481
2896,173364
785,173248
1793,172730
2453,172687
2722,172550
5120,172093
22887,171662
24945,171627
28766,171627
319,171544
917,171483
1235,171349
1527,171097
34230,170888
1081,170833
14576,170621
1829,170501
6194,170318
5911,170270
5645,170188
1532,170134
3493,170123
791,169990
1097,169523
580,169483
5751,169472
233,169402
13301,169220
943,168834
1669,168761
4873,168689
1889,168323
868,167381
526,166767
1065,166547
4732,166496
5406,166193
392,166165
21088,165948
342,165936
623,165679
2670,165669
1912,165233
4617,165205
3035,164945
1881,164839
2174,164831
887,164670
7066,164314
3065,164307
640,164254
35029,164170
1616,164044
2263,163945
1995,163647
774,163626
2150,163334
845,162951
5414,162867
1205,162674
1353,161900
725,161672
8412,161604
3064,161601
1276,161560
7470,161267
2279,161234
2367,160852
4142,160836
658,160763
8762,160593
1098,160327
1733,160257
503,160246
2008,159964
6718,159812
2294,159543
776,159458
8833,159436
10509,159397
2322,159005
302,158885
1208,158806
740,158761
1117,158634
4034,158304
453,158202
22174,158137
5413,158113
764,157873
2583,157820
341,157427
1627,157391
4080,157340
372,157270
4983,157211
12645,157155
1338,157123
26053,156888
5119,156723
1083,156511
5265,156239
530,156138
247,155967
2499,155910
510,155581
732,155564
3245,155489
2803,155457
3052,155444
1838,155413
1147,155097
1748,155018
3666,154963
2593,154877
902,154611
6249,154572
7590,154467
2600,154352
7573,154283
1137,154229
1485,154150
1004,154141
1962,153759
8669,153639
2339,153133
2048,153119
4995,153072
1368,152643
2961,152401
2731,151914
2164,151910
2601,151899
3104,151884
2857,151746
1901,151172
731,150646
3592,150426
575,150314
1598,150249
1615,150171
40999,150171
5228,150126
11937,149996
3022,149596
2005,149221
2092,149103
5254,149081
3470,149017
4701,148286
208,148018
8864,147924
2031,147596
2693,147194
613,146993
3127,146870
814,146770
1351,146755
202,146691
1937,146470
1402,146133
407,146132
699,145948
2260,145923
11324,145818
637,145686
2690,145485
3669,145463
1162,145280
2350,145216
5051,145143
20638,145138
1909,144689
305,144548
6663,144234
1904,144187
14721,144049
1576,144015
6267,143968
2419,143951
4021,143774
723,143643
382,143580
3498,143410
1422,143274
1335,143240
1605,143060
2400,142858
1386,142552
3818,142416
1711,142232
2841,142096
718,141999
716,141914
4150,141805
4274,141583
705,141220
3837,141216
26625,141171
648,141106
1321,141052
7191,140993
1107,140983
3285,140918
2002,140809
2161,140256
944,140192
4014,140087
3348,140073
4182,139605
1939,139368
1069,139071
3416,139029
1141,139003
965,138923
7055,138486
82,138363
978,138087
11101,138024
3893,137926
1931,137736
508,137735
7793,137703
113,137664
4137,137591
20993,136907
4819,136793
2268,136772
1555,136764
5861,136677
45202,136648
1624,136515
2426,136509
3621,136435
6169,136424
12620,136363
2100,136144
2515,135857
5586,135773
1068,135601
1436,135482
7127,135424
2447,135388
784,135234
1432,135231
2531,135133
19523,135058
2930,134973
1935,134858
229,134744
5877,134600
5930,134470
1715,134356
2797,134247
779,134115
792,133902
2980,133816
520,133776
2468,133714
63759,133702
5133,133692
301,133656
1124,133357
1263,133319
1006,133283
2108,133278
3539,133006
4851,132952
3088,132722
1212,132649
5070,132648
2875,132528
2442,132514
3148,132407
6950,132292
1248,132140
2919,131966
1784,131921
3221,131902
2386,131826
959,131792
1187,131735
954,131625
6894,131593
1094,131547
1693,131519
1491,131149
380,131076
6377,131001
8484,130951
2882,130951
1395,130860
5340,130743
1272,130628
11189,130535
1903,130518
1719,130243
21552,130182
12102,129929
1243,129831
1077,129792
6852,129626
1985,129440
730,129424
1010,129359
4947,129295
1471,129262
6975,129059
29634,129003
1236,128903
4636,128903
2053,128891
2498,128532
1297,128344
4734,128262
1591,128243
529,128220
1452,128016
2678,127744
2573,127664
481,127661
602,127517
1521,127460
1562,127155
1442,127138
11182,126919
1327,126849
4454,126849
1816,126635
22128,126532
38824,126478
759,126117
21442,125971
9499,125719
2842,125688
1498,125649
2289,125579
1258,125381
3072,125253
1406,125106
3021,124844
962,124650
5819,124465
4626,124381
18392,124244
8269,124166
10016,124025
1126,123840
8179,123805
2043,123749
1933,123678
35087,123674
3128,123575
6692,123543
952,123525
6518,123424
11107,123341
7346,123299
399,123055
15495,122930
7256,122815
2454,122729
749,122595
2010,122583
2462,122543
1556,122530
6947,122199
4026,122135
48512,121858
1099,121844
3712,121827
3579,121769
986,121562
719,121561
47119,121248
2887,121053
9451,120951
31996,120858
1622,120652
1845,120624
6849,120620
1286,120588
587,120215
1648,120107
4152,120077
6469,120044
3530,119686
1458,119608
6397,119494
929,119288
403,119285
11446,119270
4634,119213
680,119208
524,119195
3050,119113
1228,119071
940,118986
5350,118805
1568,118766
12094,118733
2665,118550
2783,118402
363,118201
5415,118128
1071,118080
4516,118016
1086,118012
852,117847
14805,117711
4114,117541
3020,117447
10480,117046
1309,116984
3542,116942
8027,116928
557,116590
1533,116498
3067,116452
4460,116425
4183,116410
1037,116271
6879,116226
4343,116224
5170,116132
3168,116053
4766,116016
476,115901
2544,115692
1495,115633
2044,115272
16082,115102
831,114965
16317,114723
975,114572
938,114307
812,114070
3177,114044
1433,113758
2958,113744
471,113741
672,113722
2582,113720
5047,113605
2863,113449
44241,113380
2098,113016
5506,112886
236,112885
818,112850
24697,112468
354,112429
2526,112283
5157,112203
387,112198
840,112193
3709,112112
3742,112074
85872,112057
1237,112040
3459,111958
3038,111624
9556,111585
1411,111579
3237,111537
1941,111520
2663,111493
13306,111336
2927,111313
2746,111290
3018,111231
447,110948
2306,110857
419,110737
1418,110546
1983,110466
2274,110435
1375,110400
1898,110352
1426,110280
1700,110216
1233,110082
2452,110068
11203,109963
6467,109781
336,109731
4297,109696
3100,109613
4062,109612
1675,109579
4270,109493
2157,109269
2393,109057
4653,108974
3080,108869
2829,108817
3292,108816
4584,108595
968,108556
884,108536
411,108414
304,108408
5936,108407
5188,108150
4500,108134
16942,108062
985,107817
1174,107813
4600,107780
2545,107639
5458,107577
2761,107541
2227,107502
1051,107451
488,107412
1606,107308
10896,107144
2082,107126
6419,107064
7120,106979
844,106867
1975,106591
1804,106542
7887,106507
1234,106479
895,106370
352,106331
2687,106195
9130,106144
70231,106028
8420,105976
2745,105853
34819,105842
31134,105775
13491,105765
39810,105761
103237,105761
102289,105761
809,105646
3418,105624
3632,105447
1517,105421
19029,105233
6659,105148
693,105073
5092,104906
1113,104875
1356,104827
1613,104778
2586,104747
2057,104686
2594,104633
3430,104573
2994,104564
4803,104531
3178,104484
1066,104235
1944,104226
3819,104096
3848,103964
2297,103874
7861,103842
697,103799
2557,103371
2235,103344
2079,103282
4041,103170
1915,103126
430,103100
1596,103088
2337,102899
7212,102835
1706,102760
2097,102757
1589,102722
811,102684
2311,102654
1610,102604
1987,102602
2200,102463
1046,102295
3296,102291
507,102142
3439,101816
2361,101662
1035,101569
3203,101382
351,101071
1092,101047
2451,100952
2218,100923
2315,100853
885,100776
1296,100720
3482,100715
9432,100629
3718,100613
4331,100476
1133,100400
3342,100272
1966,100126
1091,100109
6450,100069
4303,100049
607,100039
2001,99761
1709,99733
15604,99680
295,99627
910,99594
12430,99574
1599,99503
2802,99478
7794,99368
1050,99367
8689,99365
1196,99294
788,99179
1177,99054
11827,98926
2891,98854
2438,98733
3793,98652
6116,98602
2833,98595
8993,98541
3596,98480
3160,98317
3258,98253
10856,98223
1538,98122
2611,98021
1850,98018
2643,97902
4425,97779
23845,97695
1369,97587
1619,97498
5482,97388
3136,97348
3254,97156
1449,96971
21405,96942
1145,96684
16660,96630
2399,96457
469,96208
660,96123
303,95951
1202,95811
1583,95754
1189,95482
2584,95310
1777,95294
3171,95126
822,95093
49847,95011
1690,94950
11236,94880
1414,94482
2126,94315
6130,94288
1625,94224
721,94195
866,94102
1121,94061
1200,94037
6519,94019
1595,93709
9374,93708
3489,93662
16979,93547
2655,93479
3061,93470
1139,93382
5427,93228
2007,93083
12215,93044
1767,92852
1271,92799
12483,92784
1087,92671
2564,92663
878,92598
1289,92584
1330,92511
1142,92426
864,92399
3699,92336
6856,92312
1783,92290
2636,92090
1694,92058
12678,92013
4697,91839
4169,91567
3854,91548
793,91538
1820,91526
2439,91526
1508,91477
1754,91470
4162,91443
3391,91403
904,91322
2246,91242
1880,91033
5577,90934
3390,90860
1013,90768
2824,90724
2077,90580
1427,90564
2309,90538
1477,90473
4052,90420
669,90122
861,90114
889,90046
2245,90041
926,90039
4350,90006
6025,89897
4485,89881
3917,89820
4345,89790
736,89770
946,89741
6217,89615
3393,89603
1717,89542
2104,89532
1858,89518
18355,89369
3588,89342
2861,88935
1772,88923
3252,88904
5369,88888
10335,88888
674,88832
2900,88812
1028,88774
250,88654
1575,88630
2124,88623
1579,88595
3775,88580
1757,88531
1084,88486
47,88359
684,88175
590,87935
6865,87865
2727,87635
1702,87567
2667,87555
13023,87496
8514,87492
2952,87476
73005,87430
4050,87375
3421,87345
3120,87321
1229,87293
1194,87229
810,87214
1528,87182
1387,87110
3779,87102
2571,87060
12194,87021
997,86973
13936,86955
3212,86915
1663,86833
3440,86788
1771,86738
1434,86718
5768,86623
2744,86587
4470,86538
4380,86412
4164,86341
1377,86325
726,86270
11274,86261
2689,86256
8386,86242
13984,86170
1640,86058
2277,85855
1501,85828
14727,85749
9930,85708
6931,85666
8137,85632
6609,85623
2542,85501
1761,85487
781,85483
5416,85483
2408,85477
3334,85302
2628,85270
804,85215
4855,85167
4761,85101
2131,85100
2049,85025
3935,84986
761,84953
638,84873
4086,84809
4834,84732
2215,84680
1587,84640
3036,84559
4611,84535
2405,84530
2946,84523
2189,84496
4262,84368
2872,84355
2022,84235
1379,84214
5581,84147
9273,84013
1325,83937
500,83866
3025,83772
1938,83681
919,83590
3242,83406
692,83384
8859,83308
4308,83223
2505,83178
1324,83105
2597,83077
4784,82894
3659,82867
807,82794
1337,82767
1033,82713
2441,82623
2148,82603
870,82597
6344,82559
2612,82507
5626,82494
9404,82476
3844,82419
9625,82362
4001,82248
1394,82157
1869,82079
6815,81988
686,81956
956,81765
1242,81726
15770,81678
1642,81613
4746,81612
7912,81529
225977,81520
5535,81460
1184,81423
3286,81341
11784,81311
1231,81221
2471,81196
3951,81189
2905,81183
6543,81074
883,81017
5608,80997
5125,80985
4235,80974
12115,80958
2065,80835
4679,80740
1116,80703
3953,80677
2936,80637
1405,80616
1916,80395
1040,80367
1503,80339
1317,80336
2394,80333
8233,80316
6538,80196
5043,80184
10020,80182
3402,80153
871,80065
7856,80021
2579,79920
1644,79893
837,79876
12330,79632
12158,79374
8635,79309
3587,79301
1877,79271
3455,79174
2046,79097
1827,79027
464,78965
1480,78957
7730,78949
424,78893
7060,78857
4612,78808
3034,78807
10816,78668
14213,78659
1629,78621
3627,78614
5889,78571
55339,78554
33909,78553
2319,78508
2732,78483
1658,78396
3566,78376
6932,78375
1365,78338
1269,78317
1936,78277
6644,78270
1409,78268
948,78266
12979,78236
8306,78210
1490,77983
3190,77971
1759,77838
2834,77833
1670,77717
15607,77648
2898,77520
2782,77501
1493,77391
3159,77339
584,77335
3377,77334
14830,77319
8424,77277
14223,77234
1952,77148
3257,77053
1577,77046
2500,76978
6474,76949
10305,76906
3031,76884
1183,76805
588,76590
1020,76478
1505,76349
5450,76247
1876,76207
1737,76092
3927,76071
12275,75882
2168,75792
1860,75674
432,75668
2798,75549
1673,75515
5278,75495
468,75488
1197,75482
756,75430
2483,75387
11591,75267
1654,75214
14171,75198
1768,75107
3727,75093
11863,75090
1763,74943
4087,74940
21098,74927
714,74920
4178,74890
758,74870
80608,74806
44583,74806
1968,74748
1358,74712
4569,74702
9900,74625
4185,74601
3188,74480
1268,74295
8793,74285
2949,74226
4688,74225
3625,74188
29611,74185
1363,74152
3947,74136
12488,74116
3986,74101
2596,74080
1044,73991
762,73986
5280,73924
1275,73923
17769,73879
17113,73740
2038,73727
911,73683
3507,73673
4720,73655
1420,73645
1791,73633
733,73619
1241,73566
3665,73551
4551,73486
1058,73426
1346,73272
1776,73153
1895,73146
1516,73105
1712,73102
2110,73089
922,73048
6407,72995
5115,72881
362,72771
2285,72761
1245,72739
5698,72713
1439,72665
1105,72628
2823,72532
2482,72448
6138,72298
3049,72238
367,72223
2883,72201
5453,72191
6188,72040
4408,72011
1484,71938
6003,71884
2135,71709
1618,71682
4111,71638
13799,71610
1609,71548
1572,71464
3313,71455
4032,71286
4401,71167
633,71131
3106,71103
4260,71085
2852,70896
567,70852
1908,70695
1581,70692
1778,70687
5203,70675
963,70668
2152,70591
5456,70571
7162,70532
1259,70514
1072,70454
855,70445
2034,70444
945,70437
560,70279
2316,70276
37765,70226
5381,70213
4323,70130
1333,70100
4826,70082
3299,70044
2009,69976
2369,69956
8223,69940
6674,69908
576,69868
1281,69867
9898,69765
320,69631
428,69615
1260,69588
4704,69418
3795,69388
5718,69329
6223,69279
953,69254
26732,69246
5090,69199
6506,69159
738,69143
2063,69133
3028,69125
856,69108
506,69019
1464,68983
3156,68956
7226,68909
9803,68747
3243,68722
465,68691
614,68663
2206,68587
2033,68573
1342,68543
5355,68527
489,68525
7018,68520
912,68495
5422,68484
1522,68480
10537,68405
1631,68309
1148,68292
988,68274
1123,68179
1362,68170
1566,68166
1425,68137
3784,68136
4151,68083
2624,68028
888,68001
12768,67979
8696,67922
14067,67893
4738,67889
1789,67868
11409,67847
689,67769
4355,67748
2024,67741
4008,67646
1603,67612
1109,67568
3664,67564
3310,67536
4035,67519
5616,67500
3655,67466
3340,67461
9075,67408
6056,67405
8444,67370
4018,67367
3206,67319
2448,67269
4015,67207
11675,67045
12193,67005
3423,66980
3300,66955
3014,66946
7418,66927
